Kline_open_time,Open_price,High_price,Low_price,Close_price,Volume,Kline_close_time,Quote_asset_volume,Number_of_trades,buy_base_volume,buy_quote_volume,ignore
1711014300000,66750.00000000,66916.66000000,66650.00000000,66843.96000000,371.79716000,1711015199999,24835671.51927900,19266,188.34021000,12582754.31841760,0
1711013400000,67159.99000000,67167.04000000,66703.02000000,66750.00000000,498.29852000,1711014299999,33352636.91379900,22766,180.13584000,12057403.78358240,0
1711012500000,67105.36000000,67200.00000000,67010.34000000,67159.99000000,338.93946000,1711013399999,22748722.91255710,17728,170.45786000,11441162.90911690,0
1711011600000,67283.54000000,67360.00000000,67016.38000000,67105.35000000,728.54366000,1711012499999,48944749.71056400,33346,277.95411000,18672547.57564280,0
1711010700000,67324.12000000,67532.14000000,67272.00000000,67283.55000000,660.17691000,1711011599999,44484785.58036310,24893,292.79440000,19728900.68655570,0
1711009800000,67322.51000000,67413.59000000,67174.96000000,67324.12000000,467.38774000,1711010699999,31459383.13336730,21746,221.83434000,14931408.44432570,0
1711008900000,67413.82000000,67659.53000000,67300.00000000,67322.52000000,555.81399000,1711009799999,37517527.00105770,23381,305.24306000,20605667.29916170,0
1711008000000,66985.19000000,67452.59000000,66980.00000000,67413.83000000,651.05606000,1711008899999,43754486.85964730,24578,361.81786000,24322410.50987290,0
1711007100000,67099.99000000,67108.70000000,66933.24000000,66985.19000000,295.37847000,1711007999999,19790234.02271290,16747,136.71424000,9159330.85132250,0
1711006200000,67284.00000000,67295.96000000,67091.81000000,67100.00000000,294.07729000,1711007099999,19769948.28653510,10773,141.68093000,9524634.14124090,0
1711005300000,66994.86000000,67324.00000000,66984.00000000,67284.00000000,502.00379000,1711006199999,33752895.25038630,16693,291.65382000,19608769.10628890,0
1711004400000,66980.01000000,67086.14000000,66920.70000000,66994.87000000,255.18076000,1711005299999,17095173.57202150,17352,103.14904000,6910060.77136870,0
